request_id,category,name,distance_metres,email,website,phone,address,postcode,opening_hours,cuisine,operator,brand,amenity,latitude,longitude,osm_type,osm_id,osm_url
35508556,restaurant,Lucky Cat by Gordon Ramsay,16.3,,,,"100 King Street, Manchester, M2 4WU",M2 4WU,,asian,,,restaurant,53.4806937,-2.2424314,node,12407543104,https://www.openstreetmap.org/node/12407543104
35508556,restaurant,Cibo,50.3,,,,"43 Spring Gardens, Manchester, M2 2BG",M2 2BG,,italian,,,restaurant,53.4808071,-2.2418397,node,5628825273,https://www.openstreetmap.org/node/5628825273
35508556,restaurant,PizzaExpress,56.3,,https://www.pizzaexpress.com/manchester-king-street,,"84 King Street, Manchester, M2 4WQ",M2 4WQ,,pizza,,PizzaExpress,restaurant,53.4808049,-2.2434511,node,3680678727,https://www.openstreetmap.org/node/3680678727
35508556,restaurant,Six by Nico,69.6,,,,"60 Spring Gardens, Manchester, M2 2BQ",M2 2BQ,,,,,restaurant,53.4802713,-2.2420358,node,9606284630,https://www.openstreetmap.org/node/9606284630
35508556,restaurant,Browns,77.3,,https://www.browns-restaurants.co.uk/locations/manchester/,,"1 York Street, Manchester, M2 2AW",M2 2AW,Mo-Th 09:00-23:00; Fr-Sa 09:00-24:00; Su 09:00-21:00,british,,Browns,restaurant,53.4811254,-2.2415681,node,1520847865,https://www.openstreetmap.org/node/1520847865
35508556,restaurant,Kala Bistro,87.5,,,,"55 King Street, Manchester, M2 4LQ",M2 4LQ,,bistro,,,restaurant,53.4810946,-2.2438269,node,9602612597,https://www.openstreetmap.org/node/9602612597
35508556,restaurant,1761 Restaurant,89.7,host@1761mcr.co.uk,https://1761mcr.co.uk,+44 161 714 0414,"2 Booth Street, Manchester, M2 4AT",M2 4AT,Mo-Fr 12:00-22:00; Sa-Su 12:00-23:00,british,,,restaurant,53.4802872,-2.2436471,node,5323319637,https://www.openstreetmap.org/node/5323319637
35508556,restaurant,Thai Kitchen No. 6,93.9,,,,"55 King Street, Manchester, M2 4LQ",M2 4LQ,,thai,,,restaurant,53.4815048,-2.2433818,node,9602612602,https://www.openstreetmap.org/node/9602612602
35508556,restaurant,Double Zero,105.0,,,,"55 Spring Gardens, Manchester, M2 2BY",M2 2BY,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",pizza,,,restaurant,53.4802347,-2.2413294,node,9607494166,https://www.openstreetmap.org/node/9607494166
35508556,restaurant,L'Antica Pizzeria da Michele,112.5,,,,,,,,,,restaurant,53.481126,-2.2442099,node,10858358105,https://www.openstreetmap.org/node/10858358105
35508556,pub,North Westward Ho,114.7,info@northwestwardho.co.uk,https://www.northwestwardho.co.uk/,+44 7300820592,"19 Chapel Walks, Manchester, M2 1HN",M2 1HN,Mo-Th 12:00-24:00; Fr-Sa 12:00-02:00; Su 12:00-23:00,,,,pub,53.4817309,-2.2433453,node,11469099314,https://www.openstreetmap.org/node/11469099314
35508556,pub,Town Hall Tavern,115.6,,,,"20 Tib Lane, Manchester, M2 4JA",M2 4JA,,,,,pub,53.480413,-2.244221,node,9604296152,https://www.openstreetmap.org/node/9604296152
35508556,restaurant,Sam's Chop House,119.2,,https://samschophouse.com/,,"19 Chapel Walks, Manchester, M2 1HN",M2 1HN,,burger,,,restaurant,53.4817126,-2.2435451,node,5694767606,https://www.openstreetmap.org/node/5694767606
35508556,restaurant,New Wave Ramen,122.6,,,,"16 Tib Lane, Manchester, M2 4JB",M2 4JB,,ramen,,,restaurant,53.4804263,-2.2443427,node,9604296155,https://www.openstreetmap.org/node/9604296155
35508556,restaurant,Miller & Carter,137.1,,https://www.millerandcarter.co.uk/restaurants/north-west/millerandcartermanchester,+44 161 839 2846,"53 King Street, Manchester, M2 4LQ",M2 4LQ,,steak,,Miller & Carter,restaurant,53.4811409,-2.2445914,node,9063279215,https://www.openstreetmap.org/node/9063279215
35508556,restaurant,10 Tib Lane,137.1,,,,"10 Tib Lane, Manchester, M2 4JB",M2 4JB,,,,,restaurant,53.4804373,-2.2445807,node,9604296158,https://www.openstreetmap.org/node/9604296158
35508556,restaurant,The Rice Bowl,143.0,,,,"33A Cross Street, Manchester, M2 1NL",M2 1NL,,asian,,,restaurant,53.481324,-2.2445729,node,2943326833,https://www.openstreetmap.org/node/2943326833
35508556,restaurant,Maki & Ramen,145.5,,https://www.makiramen.com/our-venues/manchester/,,,,,asian;sushi;noodle,,,restaurant,53.4812393,-2.2405287,node,11556653670,https://www.openstreetmap.org/node/11556653670
35508556,restaurant,,147.2,,,,"29 Princess Street, Manchester, M2 4HH",M2 4HH,,,,,restaurant,53.4798132,-2.2440836,node,9605157542,https://www.openstreetmap.org/node/9605157542
35508556,restaurant,Annyeong,148.1,,,,"5-7 Chapel Walks, Manchester, M2 1HN",M2 1HN,,korean,,,restaurant,53.4817836,-2.2441098,node,9601824506,https://www.openstreetmap.org/node/9601824506
35508556,restaurant,Piccolino Caffe Grande,151.1,,http://www.piccolinorestaurants.co.uk/manchester.html,,"8 Clarence Street, Manchester, M2 4DW",M2 4DW,,,,,restaurant,53.4800037,-2.2444509,node,1600478960,https://www.openstreetmap.org/node/1600478960
35508556,pub,The Vine,154.2,,,,"42-44 Kennedy Street, Manchester, M2 4BQ",M2 4BQ,,,,,pub,53.4794355,-2.2430172,node,2684183733,https://www.openstreetmap.org/node/2684183733
35508556,restaurant,The Cut & Craft Manchester,154.8,,https://www.thecutandcraft.co.uk/manchester/,+44 161 509 9990,"38-42 Mosley Street, Manchester, M2 3AZ",M2 3AZ,,,,,restaurant,53.4800825,-2.2405944,node,13261369856,https://www.openstreetmap.org/node/13261369856
35508556,pub,Mr Thomas's Chop House,162.6,,,,"52 Cross Street, Manchester, M2 4JR",M2 4JR,,,,,pub,53.4813335,-2.2448887,node,331410626,https://www.openstreetmap.org/node/331410626
35508556,pub,The City Arms,162.6,,,,"46-48 Kennedy Street, Manchester, M2 4BQ",M2 4BQ,,,,,pub,53.4793471,-2.2428786,node,2684183725,https://www.openstreetmap.org/node/2684183725
35508556,restaurant,KNOOPS,163.4,,,,"68 Cross Street, Manchester, M2 4JQ",M2 4JQ,,,,,restaurant,53.4808905,-2.245064,node,9611695695,https://www.openstreetmap.org/node/9611695695
35508556,restaurant,Armenian Taverna,163.8,contact@armeniantaverna.co.uk,https://www.armeniantaverna.co.uk/,+44 161 834 9025,"1-7 Princess Street, Manchester, M2 4DF",M2 4DF,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00,,,,restaurant,53.4801096,-2.2447869,node,258871622,https://www.openstreetmap.org/node/258871622
35508556,restaurant,Ferma,166.2,,,,"58 Mosley Street, Manchester, M2 3HZ",M2 3HZ,,pizza,,,restaurant,53.4793791,-2.241823,node,9607494185,https://www.openstreetmap.org/node/9607494185
35508556,restaurant,Rozafa,169.0,,,,"57-63 Princess Street, Manchester, M2 4EG",M2 4EG,Mo-Sa 11:00-24:00,greek,,,restaurant,53.4793412,-2.2433163,node,2684183704,https://www.openstreetmap.org/node/2684183704
35508556,pub,The Bank,177.0,,https://www.nicholsonspubs.co.uk/restaurants/northwest/thebankmanchester,,"57 Mosley Street, Manchester, M2 3FF",M2 3FF,,,,Nicholson's,pub,53.4797712,-2.2405587,node,2692904185,https://www.openstreetmap.org/node/2692904185
35508556,pub,The Waterhouse,184.9,,https://www.jdwetherspoon.com/pubs/all-pubs/england/manchester/the-waterhouse-manchester,,"67-71 Princess Street, Manchester, M2 4EG",M2 4EG,Su-Th 08:00-00:00; Fr-Sa 08:00-01:00,,,Wetherspoon,pub,53.4791573,-2.2430296,node,9605211185,https://www.openstreetmap.org/node/9605211185
35508556,restaurant,Forbici Pizzeria,185.5,,,,"86 Cross Street, Manchester, M2 4LA",M2 4LA,,,,,restaurant,53.4802977,-2.2452726,node,9608497682,https://www.openstreetmap.org/node/9608497682
35508556,restaurant,Vincenzo Trattoria,188.4,,,,"34 St. Ann Street, Manchester, M2 7LE",M2 7LE,,italian,,,restaurant,53.4816576,-2.2450548,node,9609881638,https://www.openstreetmap.org/node/9609881638
35508556,restaurant,Franco Manca,189.0,,https://www.francomanca.co.uk/restaurants/manchester-king-street/,+44 161 710 1883,"37-43 King Street, Manchester, M2 7AT",M2 7AT,,pizza,,Franco Manca,restaurant,53.4812162,-2.2453696,node,9609682595,https://www.openstreetmap.org/node/9609682595
35508556,pub,The Shakespeare,198.0,,https://www.greeneking.co.uk/pubs/lancashire/shakespeare,,"16 Fountain Street, Manchester, M2 2AA",M2 2AA,,,,Greene King,pub,53.4817242,-2.2400419,node,1944550240,https://www.openstreetmap.org/node/1944550240
35508556,restaurant,My Thai,198.6,,https://mythairestaurant.co.uk/manchester-john-dalton-street/,+44 161 833 1016,"11 St James Square, Manchester, M2 6DN",M2 6DN,,thai,,,restaurant,53.4803233,-2.2454918,node,1600478937,https://www.openstreetmap.org/node/1600478937
35508556,restaurant,My Thai Restaurant,201.7,,,,M2 6WH,M2 6WH,,,,,restaurant,53.4805874,-2.245627,node,12207590396,https://www.openstreetmap.org/node/12207590396
35508556,restaurant,Vertigo,201.9,,,,"18 Cross Street, Manchester",,,,,,restaurant,53.482249,-2.2444377,node,8989695617,https://www.openstreetmap.org/node/8989695617
35508556,restaurant,El Gato Negro Tapas,211.2,,https://www.elgatonegrotapas.com/manchester/,+44 161 694 8585,"52 King Street, Manchester, M2 4LY",M2 4LY,,spanish;tapas,,,restaurant,53.4811187,-2.2457466,node,4942567241,https://www.openstreetmap.org/node/4942567241
35508556,restaurant,Ban Di Bul,213.7,,https://www.bandibul.co.uk/,+44 161 236 9733,"77 Princess Street, Manchester, M2 4EG",M2 4EG,Mo-Sa 12:00-23:00,korean,,,restaurant,53.4788793,-2.2425024,node,1520847848,https://www.openstreetmap.org/node/1520847848
35508556,university,University of Law,219.1,,,,"2 New York Street, Manchester, M1 4HJ",M1 4HJ,,,,,university,53.4803158,-2.2393912,node,4624319249,https://www.openstreetmap.org/node/4624319249
35508556,restaurant,Franco Manca,219.9,,https://www.francomanca.co.uk/restaurants/manchester-piccadilly-gardens/,,"12-14 Mosley Street, Manchester, M2 3AG",M2 3AG,,pizza,,Franco Manca,restaurant,53.4809261,-2.2392835,node,9606529731,https://www.openstreetmap.org/node/9606529731
35508556,restaurant,Soup Co,220.5,,,,"Piccadilly Plaza, Manchester, M1 4AH",M1 4AH,,noodle,,,restaurant,53.4805066,-2.2393048,node,6535193711,https://www.openstreetmap.org/node/6535193711
35508556,pub,Founder's Hall,226.4,,,,,,,,,,pub,53.4798206,-2.2456001,node,6394799972,https://www.openstreetmap.org/node/6394799972
35508556,restaurant,Chotto,226.7,,,,,,,japanese,,,restaurant,53.4805876,-2.2391923,node,11780567569,https://www.openstreetmap.org/node/11780567569
35508556,restaurant,Do Eat,232.2,doeat.resatuarant@hotmail.com,https://www.doeatmanchester.co.uk/,+44 161 4253560,"Piccadilly Plaza, Manchester, M1 4AH",M1 4AH,"Mo-Fr 11:30-21:00; Sa,Su 11:30-22:00",,,,restaurant,53.4806632,-2.239099,node,2742190220,https://www.openstreetmap.org/node/2742190220
35508556,pub,The Seven Oaks,234.8,,,,"5 Nicholas Street, Manchester, M1 4HL",M1 4HL,,,,,pub,53.4789342,-2.2409382,node,2690872373,https://www.openstreetmap.org/node/2690872373
35508556,restaurant,Mozzarella,236.9,,,,,,,pizza,,,restaurant,53.4802368,-2.246053,way,719411434,https://www.openstreetmap.org/way/719411434
35508556,restaurant,Bullgogi,243.7,,,,"6A Piccadilly Plaza, Manchester, M1 4AH",M1 4AH,"Mo-Fr 12:00-22:00; Sa 12:00-22:30; Su,PH 12:00-21:30",korean,,,restaurant,53.4807537,-2.2389182,node,1520847891,https://www.openstreetmap.org/node/1520847891
35508556,restaurant,Pho,243.8,,,,"44 George Street, Manchester, M1 4HF",M1 4HF,,vietnamese,,,restaurant,53.4791844,-2.2401083,node,2692887724,https://www.openstreetmap.org/node/2692887724
35508556,restaurant,Phetpailin Thai,245.1,,,,"46 George Street, Manchester, M1 4HF",M1 4HF,,thai,,,restaurant,53.4791147,-2.2402118,node,1933333310,https://www.openstreetmap.org/node/1933333310
35508556,restaurant,The New Emperor Restaurant,248.2,,,,"50 George Street, Manchester, M1 4HF",M1 4HF,,chinese,,,restaurant,53.4790012,-2.2403796,node,2689449604,https://www.openstreetmap.org/node/2689449604
35508556,restaurant,Teppanyaki,249.6,,,,,,,japanese,,,restaurant,53.4789013,-2.2405866,node,2689449542,https://www.openstreetmap.org/node/2689449542
35508556,restaurant,Pacific,252.3,,,,,,,chinese,,,restaurant,53.4788849,-2.2405564,node,2689448531,https://www.openstreetmap.org/node/2689448531
35508556,pub,The Ape and Apple,252.6,,,,"28-30 John Dalton Street, Manchester, M2 6HQ",M2 6HQ,,,,,pub,53.4803453,-2.2463399,node,9609050745,https://www.openstreetmap.org/node/9609050745
35508556,restaurant,Little Yang Sing,256.4,,,,"17 George Street, Manchester, M1 4HE",M1 4HE,,chinese,,,restaurant,53.4791449,-2.2399014,node,2692887721,https://www.openstreetmap.org/node/2692887721
35508556,restaurant,Hunan,258.6,,http://www.hunanrestaurant.co.uk,,"19 George Street, Manchester, M1 4HE",M1 4HE,"Tu-Th,Su 11:30-21:30; Fr,Sa 12:00-22:00",chinese,,,restaurant,53.4790309,-2.240063,node,2696675276,https://www.openstreetmap.org/node/2696675276
35508556,restaurant,Maray,259.8,,,,,,,,,,restaurant,53.4798374,-2.2461767,node,11899245271,https://www.openstreetmap.org/node/11899245271
35508556,restaurant,Veeno,261.6,,,,"14 Brazennose Street, Manchester, M2 6LW",M2 6LW,,italian,,,restaurant,53.4797473,-2.2461352,node,4949373121,https://www.openstreetmap.org/node/4949373121
35508556,restaurant,AKA Sushi,270.8,,,,,,Su-Fr 12:00-21:30; Sa 12:00-22:00,sushi,,,restaurant,53.4792885,-2.2393918,node,13771217773,https://www.openstreetmap.org/node/13771217773
35508556,restaurant,Doner Shack,275.7,,,,"Arndale Centre Corporation Street, Manchester, M4 3AJ",M4 3AJ,,kebab,,,restaurant,53.4831859,-2.241467,node,11092968591,https://www.openstreetmap.org/node/11092968591
35508556,restaurant,Tast Catala,282.3,,,,"20-22 King Street, Manchester, M2 6AG",M2 6AG,,spanish,,,restaurant,53.4812387,-2.2468019,node,9609319721,https://www.openstreetmap.org/node/9609319721
